Pos,ID,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts,Elite%
D,419,Lascelles,3.9,3.9,Newcastle,22,0.82,15,0.51,13,0.37,15,0.41,16,0.53,18,0.81,19,0.71,17,1.00,15,0.46,0.01
D,420,J.Lewis,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,421,Longstaff,4.8,4.8,Newcastle,83,2.89,81,2.78,78,2.45,77,2.55,77,2.50,72,2.94,71,2.48,66,4.27,64,2.10,0.00
D,422,Manquillo,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,423,J.Murphy,4.8,4.8,Newcastle,42,2.32,39,2.12,39,1.94,38,2.02,41,2.02,40,2.56,39,2.11,37,3.80,33,1.76,0.00
G,424,Pope,5.3,5.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,9,0.30,26,1.12,58,2.22,90,6.35,90,3.26,0.00
M,425,Ritchie,4.3,4.3,Newcastle,3,0.19,3,0.15,2,0.10,2,0.11,2,0.11,3,0.17,3,0.14,2,0.16,2,0.11,0.00
M,426,Saint-Maximin,6.0,6.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,427,Schär,5.4,5.4,Newcastle,91,3.44,86,3.41,84,2.40,83,2.33,81,2.81,79,4.00,79,3.03,80,4.72,80,2.54,0.00
D,428,Targett,4.2,4.2,Newcastle,13,0.56,11,0.45,8,0.27,7,0.24,9,0.35,9,0.45,9,0.38,10,0.65,9,0.34,0.00
M,429,Tonali,5.2,5.2,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,430,Trippier,6.7,6.7,Newcastle,45,2.07,56,2.67,74,2.54,83,2.91,81,3.33,79,4.94,81,3.71,80,5.79,80,3.07,0.01
D,431,Watts,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,432,Willock,5.3,5.3,Newcastle,63,2.95,60,2.78,57,2.44,60,2.69,60,2.56,58,3.22,53,2.51,45,4.05,40,1.87,0.00
F,433,Wilson,7.8,7.8,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,17,2.24,29,1.96,0.00
M,434,B.Aguilera,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,435,Arter,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,Aurier,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,437,Awoniyi,6.3,6.3,Nott'm Forest,19,1.16,25,1.51,38,1.88,37,2.20,40,1.99,38,1.67,37,2.25,36,1.98,39,2.21,0.00
D,438,Biancone,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,439,Boly,4.5,4.5,Nott'm Forest,16,0.68,20,0.76,18,0.46,19,0.78,22,0.73,22,0.53,21,0.89,23,0.75,23,0.88,0.00
M,440,Bowler,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,441,Cook,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,442,Danilo,5.3,5.3,Nott'm Forest,47,1.69,48,1.68,46,1.45,48,1.69,46,1.52,48,1.43,49,1.74,48,1.59,48,1.64,0.00
F,443,Dennis,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,444,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,445,Felipe,4.4,4.4,Nott'm Forest,18,0.72,20,0.71,23,0.49,23,0.86,24,0.72,25,0.52,23,0.91,24,0.72,24,0.87,0.00
M,446,Freuler,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,447,Gibbs-White,5.7,5.7,Nott'm Forest,85,4.38,82,4.07,79,3.21,77,3.93,77,3.20,77,2.77,75,3.94,75,3.42,76,3.68,0.55
G,448,Hennessey,3.9,3.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,449,Horvath,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,450,Johnson,5.8,5.8,Spurs,27,2.16,32,2.01,35,2.51,35,2.09,37,1.98,37,1.91,38,1.85,38,4.65,37,2.55,0.00
M,451,Kouyaté,4.8,4.8,Nott'm Forest,0,0.00,2,0.09,2,0.09,2,0.13,3,0.13,3,0.16,4,0.21,5,0.24,4,0.20,0.00
D,452,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,453,Mangala,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,454,Mbe Soh,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,455,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,456,Mighten,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,457,Niakhaté,4.5,4.5,Nott'm Forest,34,1.31,29,0.97,31,0.57,30,1.09,29,0.84,32,0.59,34,1.28,33,0.89,33,1.12,0.00
M,458,O'Brien,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,459,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,460,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,461,O.Richards,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,462,G.Scarpa,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,463,J.Shelvey,4.8,4.8,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,464,Surridge,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,465,Toffolo,4.4,4.4,Nott'm Forest,48,2.07,32,1.26,29,0.68,29,1.23,29,0.97,29,0.65,29,1.29,31,1.00,30,1.19,0.11
F,466,Ui-jo,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,467,Williams,4.3,4.3,Nott'm Forest,86,3.34,80,2.71,76,1.35,72,2.68,70,2.00,68,1.18,67,2.60,67,1.84,65,2.26,0.47
F,468,Wood,4.8,4.8,Nott'm Forest,64,3.44,60,3.14,52,2.37,54,2.95,50,2.32,52,2.14,51,2.87,51,2.55,49,2.57,0.02
D,469,Worrall,4.3,4.3,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,470,Yates,4.8,4.8,Nott'm Forest,52,1.85,51,1.75,55,1.64,54,1.85,55,1.69,54,1.51,55,1.91,54,1.70,55,1.83,0.00
D,471,Ahmedhodžić,4.3,4.3,Sheffield Utd,75,1.84,73,0.70,69,1.41,67,1.51,64,3.27,69,1.07,69,2.17,78,1.69,66,1.20,0.00
G,472,Amissah,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,473,Baldock,3.8,3.8,Sheffield Utd,41,1.16,40,0.57,44,1.06,48,1.23,45,2.65,46,0.86,46,1.57,49,1.22,45,0.96,0.00
D,474,Basham,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,475,Berge,4.6,4.6,Burnley,87,2.28,85,2.61,83,2.27,81,2.37,81,2.49,78,2.12,78,2.32,76,2.02,79,2.45,0.00
D,476,Bogle,4.5,4.5,Sheffield Utd,62,1.78,62,0.78,58,1.42,56,1.46,56,3.31,57,1.09,57,2.05,64,1.62,57,1.25,0.00
F,477,Brewster,4.9,4.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,478,Coulibaly,4.4,4.4,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,479,A.Davies,4.0,4.0,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,480,Egan,4.3,4.3,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,11,0.25,18,0.35,0.00
M,481,Fleck,4.9,4.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,482,Foderingham,4.5,4.5,Sheffield Utd,2,0.08,2,0.08,4,0.12,5,0.16,6,0.39,7,0.23,6,0.20,6,0.20,7,0.23,0.00
F,483,Jebbison,4.8,4.8,Sheffield Utd,0,0.00,0,0.00,0,0.00,1,0.10,2,0.24,1,0.08,1,0.09,2,0.12,2,0.12,0.00
D,484,Lowe,4.3,4.3,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,485,McBurnie,5.4,5.4,Sheffield Utd,59,2.80,56,2.07,54,2.37,52,2.27,52,4.89,51,2.14,50,2.49,50,2.02,49,2.25,0.00
F,486,Ndiaye,5.5,5.5,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,487,Norrington-Davies,3.9,3.9,Sheffield Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,488,Norwood,4.8,4.8,Sheffield Utd,36,1.31,40,1.22,40,1.35,44,1.46,42,2.96,41,1.34,40,1.47,42,1.35,40,1.36,0.00
M,489,Osborn,4.8,4.8,Sheffield Utd,32,1.22,33,1.09,35,1.24,35,1.26,35,2.58,37,1.25,33,1.28,37,1.24,34,1.20,0.00
F,490,Osula,4.3,4.3,Sheffield Utd,45,2.05,42,1.55,41,1.75,38,1.66,39,3.52,39,1.63,41,1.92,40,1.59,40,1.76,0.00
G,491,Austin,3.9,3.9,Spurs,2,0.07,3,0.10,3,0.13,3,0.10,1,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,492,Bentancur,5.4,5.4,Spurs,43,1.90,43,1.61,44,1.85,44,1.59,44,1.47,43,1.44,42,1.39,43,3.28,42,1.73,0.00
M,493,Bissouma,5.0,5.0,Spurs,79,2.86,77,2.37,73,2.56,72,2.15,71,2.01,72,2.01,69,1.87,71,4.47,71,2.45,0.00
M,494,Bryan,4.9,4.9,Spurs,0,0.00,0,0.00,2,0.16,1,0.13,2,0.09,2,0.14,3,0.20,1,0.22,1,0.10,0.00
D,495,Davies,4.3,4.3,Spurs,15,0.73,16,0.56,17,0.78,14,0.43,16,0.43,17,0.51,18,0.40,19,1.43,19,0.92,0.00
D,496,Dier,4.2,4.2,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,497,E.Royal,4.3,4.3,Spurs,9,0.39,12,0.40,12,0.52,14,0.41,15,0.40,17,0.49,16,0.34,17,1.26,18,0.83,0.00
G,498,Forster,3.8,3.8,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,4,0.13,5,0.16,4,0.13,4,0.25,4,0.17,0.00
M,499,Højbjerg,5.2,5.2,Spurs,12,0.46,16,0.54,18,0.65,20,0.67,18,0.58,21,0.65,21,0.66,20,1.40,22,0.83,0.00
F,500,Kane,12.5,12.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,501,Kulusevski,6.8,6.8,Spurs,76,4.46,73,3.40,71,3.84,70,3.15,70,2.85,69,2.68,69,2.57,69,6.51,67,3.61,0.00
G,502,Lloris,4.7,4.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,503,Lo Celso,4.8,4.8,Spurs,3,0.25,4,0.30,5,0.42,6,0.43,7,0.43,7,0.43,7,0.42,7,0.99,7,0.50,0.00
M,504,Maddison,8.0,7.9,Spurs,85,6.29,83,4.75,79,5.36,78,4.32,78,3.76,78,3.61,77,3.44,77,8.97,77,5.14,0.94
M,505,Ndombele,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,506,Pedro Porro,5.8,5.8,Spurs,90,4.91,87,3.26,85,4.42,83,2.71,83,2.36,81,2.35,82,1.73,82,6.61,80,4.18,0.86
D,507,Perišić,4.7,4.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,508,Reguilón,4.4,4.4,Brentford,0,0.00,80,2.99,79,2.04,75,4.18,72,2.83,72,2.41,72,2.83,73,2.19,71,2.53,0.80
M,509,Richarlison,6.9,6.9,Spurs,71,6.18,68,4.53,68,5.43,66,4.24,66,3.70,65,3.44,65,3.33,64,8.75,66,5.19,0.03
D,510,Rodon,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,511,Romero,5.1,5.1,Spurs,91,3.78,88,2.49,84,3.35,84,1.98,82,1.77,82,1.84,81,1.22,82,5.08,79,3.17,0.00
D,512,Sánchez,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,513,Sarr,4.4,4.4,Spurs,57,2.74,55,2.23,54,2.49,54,2.11,55,1.94,54,1.89,54,1.82,53,4.30,52,2.37,0.00
D,514,Sessegnon,4.4,4.4,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,515,Skipp,4.5,4.5,Spurs,3,0.13,5,0.19,6,0.23,7,0.27,8,0.29,7,0.25,8,0.28,8,0.62,8,0.33,0.00
M,516,Son,10.1,9.8,Spurs,89,7.59,88,5.64,86,6.68,85,5.31,83,4.64,84,4.38,84,4.22,83,10.96,84,6.36,0.99
D,517,Spence,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,518,Tanganga,4.0,4.0,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,519,Udogie,5.0,5.0,Spurs,85,4.38,82,2.91,79,3.87,79,2.40,78,2.12,76,2.11,77,1.53,75,5.79,75,3.65,0.11
G,520,Vicario,5.3,5.3,Spurs,93,3.80,92,3.33,92,3.71,91,3.13,90,3.01,90,3.07,91,2.98,91,6.77,91,3.71,0.00
G,521,Whiteman,3.9,3.9,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,522,N.Aguerd,4.4,4.4,West Ham,71,1.70,69,1.71,68,2.12,68,2.35,67,2.26,68,1.49,66,1.44,68,2.84,66,0.84,0.00
F,523,Antonio,5.7,5.7,West Ham,53,2.50,50,2.60,46,2.22,46,2.51,48,2.30,46,2.10,48,2.09,48,2.94,48,1.76,0.00
G,524,Areola,4.3,4.2,West Ham,93,3.18,93,3.17,92,3.40,91,3.45,91,3.53,91,3.04,90,3.07,90,3.66,90,2.91,0.36
M,525,Benrahma,5.6,5.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,526,Bowen,8.0,8.0,West Ham,86,3.95,83,4.18,82,3.90,80,4.38,79,3.82,78,3.43,78,3.26,78,4.98,76,2.57,0.92
M,527,Cornet,5.2,5.2,West Ham,5,0.29,9,0.54,10,0.54,18,1.10,20,1.07,20,1.03,20,1.01,22,1.43,27,1.11,0.00
D,528,Coufal,4.6,4.6,West Ham,82,1.88,78,1.89,77,2.34,76,2.57,75,2.45,75,1.58,74,1.56,74,3.04,72,0.89,0.08
M,529,Coventry,4.3,4.3,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,530,Cresswell,4.2,4.2,West Ham,28,0.85,16,0.52,15,0.55,16,0.64,16,0.64,18,0.54,18,0.53,19,0.87,23,0.47,0.03
M,531,Downes,5.0,5.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,532,Emerson,4.4,4.4,West Ham,64,1.65,81,2.16,81,2.64,79,2.90,78,2.77,77,1.80,76,1.77,76,3.42,74,0.99,0.00
G,533,Fabianski,4.2,4.2,West Ham,2,0.06,2,0.07,3,0.10,4,0.15,3,0.14,4,0.14,5,0.16,5,0.21,5,0.16,0.00
M,534,P.Fornals,4.6,4.6,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,535,Ings,5.6,5.6,West Ham,13,0.75,15,0.93,10,0.65,12,0.79,12,0.71,13,0.73,14,0.76,14,1.03,16,0.78,0.00
D,536,Johnson,4.4,4.4,West Ham,23,0.61,26,0.72,22,0.73,23,0.82,23,0.83,25,0.63,25,0.64,25,1.07,28,0.48,0.00
D,537,Kehrer,4.2,4.2,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,538,Mubama,4.1,4.1,West Ham,1,0.11,2,0.18,2,0.14,3,0.21,3,0.21,3,0.19,4,0.24,4,0.26,5,0.29,0.00
M,539,L.Paquetá,6.0,6.0,West Ham,87,3.63,83,3.82,81,3.51,78,3.98,77,3.45,77,3.14,76,3.00,76,4.46,75,2.43,0.03
M,540,Rice,5.5,5.5,Arsenal,81,2.30,83,3.49,81,2.77,78,2.97,76,2.75,76,2.51,76,3.04,75,5.31,74,2.87,0.00
F,541,Scamacca,6.0,6.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,542,Souček,4.9,4.9,West Ham,89,2.75,87,2.83,80,2.56,79,2.73,80,2.57,80,2.38,78,2.28,80,3.04,83,2.07,0.00
M,543,Vlašić,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,544,Zouma,4.5,4.5,West Ham,39,1.06,44,1.19,42,1.41,43,1.60,43,1.56,43,1.05,45,1.09,44,1.95,47,0.69,0.01
D,545,Aït-Nouri,4.5,4.5,Wolves,82,2.25,78,3.20,75,3.20,75,2.83,74,1.95,72,3.58,69,1.10,71,6.28,70,1.31,0.00
G,546,Bentley,3.9,3.9,Wolves,1,0.04,1,0.04,4,0.14,4,0.15,4,0.12,5,0.19,4,0.14,4,0.31,4,0.15,0.00
D,547,Bolla,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,548,H.Bueno,4.4,4.4,Wolves,10,0.35,9,0.38,8,0.37,8,0.35,8,0.29,8,0.40,9,0.23,7,0.64,7,0.21,0.00
M,549,Chiquinho,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,550,Cundle,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,551,Dawson,4.5,4.5,Wolves,68,1.53,78,2.65,87,2.99,86,2.66,84,1.73,85,3.39,85,0.91,85,5.95,84,1.08,0.00
F,552,Fábio Silva,5.2,5.2,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,553,Giles,4.2,4.2,Luton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,554,Guedes,5.4,5.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,555,Hodge,4.4,4.4,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,556,Hoever,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,557,Hee Chan,5.5,5.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,35,1.54,48,3.27,77,2.69,76,8.60,76,2.98,0.00
F,558,Raúl,5.0,5.0,Fulham,14,0.97,15,0.94,16,1.08,19,1.11,17,0.97,18,1.23,17,1.08,19,0.98,18,1.20,0.00
M,559,João Gomes,4.9,4.9,Wolves,85,2.26,81,2.40,80,2.39,79,2.25,78,1.97,75,2.44,78,1.81,75,4.48,75,1.82,0.00
