fbref,fpl_id,first_name,second_name,Player,web_name,Age,team_id,team_name,short_name,element_type,position,Seasons_count,now_cost,tsb,MP,Starts,Min,90s,npxG,xAG,finishing,MP_new,90s_new,npxG_new,xAG_new,weighted_npxG,weighted_xAG
2f90f6b8,134,James,Milner,James Milner,Milner,37.0,5,Brighton,BHA,3,MID,3.0,5.0,0.1,70.0,27.0,2539.0,28.2,0.04,0.17,0.98,3.0,1.9,0.09,0.12,0.05,0.17
3e1550ee,344,Scott,Carson,,Carson,,13,Man City,MCI,1,GKP,,4.0,0.2,,,,,,,,,,,,,
15ea812b,236,James,Tarkowski,James Tarkowski,Tarkowski,30.0,8,Everton,EVE,2,DEF,3.0,4.9,1.4,111.0,111.0,9945.0,110.5,0.07,0.06,0.92,3.0,3.0,0.12,0.13,0.07,0.06
be927d03,238,Ashley,Young,Ashley Young,Young,38.0,8,Everton,EVE,2,DEF,3.0,4.5,0.1,84.0,60.0,5566.0,61.8,0.02,0.05,0.99,1.0,0.7,0.0,0.08,0.02,0.05
da8b19e2,414,John,Ruddy,John Ruddy,Ruddy,36.0,15,Newcastle,NEW,1,GKP,3.0,4.0,0.3,89.0,88.0,7912.0,87.9,0.0,0.0,1.0,,,,,,
a6de6361,374,Tom,Heaton,,Heaton,,14,Man Utd,MUN,1,GKP,,4.0,0.3,,,,,,,,,,,,,
9328b835,521,Łukasz,Fabiański,Łukasz Fabiański,Fabianski,38.0,19,West Ham,WHU,1,GKP,3.0,4.0,14.0,83.0,80.0,7162.0,79.6,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0
f8fcd2a5,371,Jonny,Evans,Jonny Evans,Evans,35.0,14,Man Utd,MUN,2,DEF,3.0,4.4,0.1,54.0,43.0,3791.0,42.2,0.01,0.05,1.0,1.0,0.1,0.0,0.0,0.01,0.05
99813635,463,Adam,Lallana,Adam Lallana,Lallana,35.0,17,Southampton,SOU,3,MID,3.0,5.0,0.0,65.0,43.0,3133.0,34.7,0.09,0.13,0.99,1.0,0.1,0.71,0.83,0.09,0.13
7b4de647,624,Asmir,Begovic,Asmir Begović,Begovic,36.0,8,Everton,EVE,1,GKP,3.0,4.0,0.1,49.0,49.0,4409.0,49.0,0.0,0.0,1.0,,,,,,
c3e39f12,488,Fraser,Forster,Fraser Forster,Forster,34.0,18,Spurs,TOT,1,GKP,2.0,4.5,0.2,33.0,32.0,2925.0,32.5,0.0,0.0,1.0,,,,,,
0db5d2c8,112,Mathias,Jorgensen,Mathias Jørgensen,Zanka,33.0,4,Brentford,BRE,2,DEF,3.0,4.5,0.0,40.0,29.0,2708.0,30.200000000000003,0.06,0.05,1.01,,,,,,
28300a16,142,Jason,Steele,Jason Steele,Steele,32.0,5,Brighton,BHA,1,GKP,3.0,4.5,2.6,33.0,33.0,2970.0,33.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
ce5143da,148,Danny,Welbeck,Danny Welbeck,Welbeck,32.0,5,Brighton,BHA,4,FWD,3.0,5.7,13.9,85.0,57.0,5025.0,55.8,0.36,0.13,0.94,3.0,2.8,0.5,0.07,0.38,0.13
8df7a2fb,100,Ben,Mee,Ben Mee,Mee,33.0,4,Brentford,BRE,2,DEF,3.0,4.4,0.7,74.0,73.0,6380.0,70.8,0.1,0.04,1.02,1.0,0.0,0.0,0.0,0.1,0.04
20b104bc,81,Adam,Smith,Adam Smith,Smith,32.0,3,Bournemouth,BOU,2,DEF,3.0,4.5,0.2,85.0,79.0,6804.0,75.6,0.01,0.05,0.98,3.0,0.9,0.0,0.07,0.01,0.05
4f974391,517,Aaron,Cresswell,Aaron Cresswell,Cresswell,33.0,19,West Ham,WHU,2,DEF,3.0,4.0,2.0,70.0,59.0,5397.0,59.9,0.02,0.12,1.01,1.0,0.0,0.0,0.0,0.02,0.12
8a7ff278,215,Joel,Ward,Joel Ward,Ward,33.0,7,Crystal Palace,CRY,2,DEF,3.0,4.4,0.1,82.0,74.0,6723.0,74.7,0.03,0.02,0.98,,,,,,
0442183b,196,Nathaniel,Clyne,Nathaniel Clyne,Clyne,32.0,7,Crystal Palace,CRY,2,DEF,3.0,4.4,0.1,57.0,48.0,4329.0,48.1,0.01,0.02,0.99,1.0,1.0,0.0,0.0,0.01,0.02
ac05f970,512,Michail,Antonio,Michail Antonio,Antonio,33.0,19,West Ham,WHU,4,FWD,3.0,5.5,1.4,95.0,76.0,6495.0,72.1,0.31,0.09,0.98,3.0,2.3,0.36,0.0,0.32,0.09
36c2ca73,469,Alex,McCarthy,Alex McCarthy,McCarthy,33.0,17,Southampton,SOU,1,GKP,3.0,4.5,0.2,28.0,28.0,2520.0,28.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
86dd77d1,363,Kyle,Walker,Kyle Walker,Walker,33.0,13,Man City,MCI,2,DEF,3.0,5.4,5.9,79.0,72.0,6480.0,72.0,0.01,0.06,0.98,1.0,0.0,0.0,0.0,0.01,0.06
819b3158,625,Ilkay,Gündogan,İlkay Gündoğan,Gündogan,32.0,13,Man City,MCI,3,MID,3.0,6.5,0.3,94.0,80.0,7204.0,80.0,0.2,0.2,0.98,2.0,0.5,0.0,0.45,0.2,0.2
0420d84f,221,Séamus,Coleman,Séamus Coleman,Coleman,34.0,8,Everton,EVE,2,DEF,3.0,4.4,0.0,65.0,57.0,4977.0,55.3,0.02,0.07,1.01,1.0,1.0,0.62,0.0,0.04,0.07
3e9e06cb,542,Craig,Dawson,Craig Dawson,Dawson,33.0,20,Wolves,WOL,2,DEF,3.0,4.5,0.2,84.0,80.0,7097.0,78.8,0.07,0.04,0.97,3.0,1.3,0.0,0.0,0.07,0.04
8aec0537,125,Pascal,Groß,Pascal Groß,Gross,32.0,5,Brighton,BHA,3,MID,3.0,6.5,0.0,102.0,95.0,8391.0,93.2,0.15,0.26,1.01,,,,,,
4e9a0555,447,Chris,Wood,Chris Wood,Wood,31.0,16,Nott'm Forest,NFO,4,FWD,3.0,6.1,7.8,90.0,61.0,5324.0,59.1,0.43,0.08,0.99,3.0,2.6,0.54,0.28,0.45,0.09
4d224fe8,368,Carlos Henrique,Casimiro,Casemiro,Casemiro,31.0,14,Man Utd,MUN,3,MID,3.0,5.0,0.6,86.0,79.0,6683.0,74.2,0.13,0.08,0.95,3.0,2.5,0.1,0.4,0.13,0.1
e46012d4,345,Kevin,De Bruyne,Kevin De Bruyne,De Bruyne,32.0,13,Man City,MCI,3,MID,3.0,9.6,11.1,80.0,68.0,5839.0,65.0,0.2,0.61,1.18,3.0,3.0,0.39,0.41,0.22,0.61
5eae500a,175,Romelu,Lukaku Bolingoli,Romelu Lukaku,Lukaku,30.0,6,Chelsea,CHE,4,FWD,3.0,6.3,0.3,83.0,65.0,5890.0,65.4,0.26,0.1,1.08,,,,,,
3a949a25,396,Martin,Dúbravka,Martin Dúbravka,Dúbravka,34.0,15,Newcastle,NEW,1,GKP,3.0,4.4,0.8,51.0,49.0,4482.0,49.8,0.0,0.0,1.0,,,,,,
a9dc785c,73,Norberto,Murara Neto,Neto,Neto,34.0,1,Arsenal,ARS,1,GKP,3.0,4.5,2.0,62.0,62.0,5535.0,61.5,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
a23c0949,278,Sam,Morsy,Sam Morsy,Morsy,31.0,10,Ipswich,IPS,3,MID,2.0,4.9,0.2,45.0,45.0,3989.0,44.400000000000006,0.02,0.04,1.02,3.0,3.0,0.0,0.03,0.02,0.04
c596fcb0,421,Callum,Wilson,Callum Wilson,Wilson,31.0,15,Newcastle,NEW,4,FWD,3.0,6.9,0.0,69.0,46.0,4254.0,47.3,0.62,0.08,1.01,,,,,,
a8748947,243,Tom,Cairney,Tom Cairney,Cairney,32.0,9,Fulham,FUL,3,MID,3.0,4.9,0.0,93.0,36.0,4023.0,44.7,0.08,0.13,1.03,3.0,0.6,0.0,0.06,0.08,0.13
21512407,418,Kieran,Trippier,Kieran Trippier,Trippier,32.0,15,Newcastle,NEW,2,DEF,3.0,5.8,7.7,87.0,81.0,6982.0,77.5,0.02,0.29,1.04,1.0,0.4,0.0,0.0,0.02,0.29
b2d31e83,395,Dan,Burn,Dan Burn,Burn,31.0,15,Newcastle,NEW,2,DEF,3.0,4.5,14.9,100.0,95.0,8299.0,92.3,0.08,0.04,0.95,3.0,3.0,0.09,0.0,0.08,0.04
68db6358,536,Daniel,Bentley,Daniel Bentley,Bentley,30.0,20,Wolves,WOL,1,GKP,3.0,4.0,2.1,58.0,55.0,5091.0,56.6,0.0,0.0,1.0,,,,,,
da052c14,192,Jordan,Ayew,Jordan Ayew,J.Ayew,31.0,11,Leicester,LEI,3,MID,3.0,5.4,0.3,104.0,84.0,7276.0,80.9,0.13,0.13,1.01,1.0,0.2,1.96,0.21,0.14,0.13
da052c14,192,Jordan,Ayew,Jordan Ayew,J.Ayew,31.0,11,Leicester,LEI,3,MID,3.0,5.4,0.3,104.0,84.0,7276.0,80.9,0.13,0.13,1.01,2.0,1.0,0.12,0.05,0.13,0.13
2628fd2b,248,Bernd,Leno,Bernd Leno,Leno,31.0,9,Fulham,FUL,1,GKP,3.0,5.0,3.0,78.0,78.0,7020.0,78.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
980522ec,370,Christian,Eriksen,Christian Eriksen,Eriksen,31.0,14,Man Utd,MUN,3,MID,3.0,5.4,0.2,61.0,47.0,4128.0,45.9,0.15,0.2,0.93,1.0,0.1,0.0,0.0,0.15,0.2
72c812f3,222,Idrissa,Gueye,Idrissa Gana Gueye,Gana,33.0,8,Everton,EVE,3,MID,3.0,5.0,0.1,84.0,74.0,6102.0,67.7,0.05,0.05,1.06,3.0,3.0,0.07,0.0,0.05,0.05
96cf7b61,522,Wes,Foderingham,Wes Foderingham,Foderingham,32.0,19,West Ham,WHU,1,GKP,3.0,4.5,0.2,102.0,101.0,9041.0,100.4,0.0,0.0,1.0,,,,,,
28b40c9c,253,Tim,Ream,Tim Ream,Ream,35.0,9,Fulham,FUL,2,DEF,3.0,4.5,0.0,97.0,96.0,8470.0,94.1,0.03,0.01,1.01,,,,,,
282f75f3,120,Lewis,Dunk,Lewis Dunk,Dunk,31.0,5,Brighton,BHA,2,DEF,3.0,4.5,6.2,98.0,98.0,8681.0,96.5,0.07,0.03,0.98,3.0,2.8,0.02,0.16,0.07,0.04
2f965a72,513,Alphonse,Areola,Alphonse Areola,Areola,30.0,19,West Ham,WHU,1,GKP,3.0,4.5,8.5,37.0,34.0,3098.0,34.4,0.0,0.0,1.0,3.0,2.5,0.0,0.0,0.0,0.0
07802f7f,523,Danny,Ings,Danny Ings,Ings,31.0,19,West Ham,WHU,4,FWD,3.0,5.0,1.1,85.0,40.0,3901.0,43.4,0.34,0.1,0.98,1.0,0.1,3.77,0.0,0.35,0.1
834b5c4c,443,Matz,Sels,Matz Sels,Sels,31.0,16,Nott'm Forest,NFO,1,GKP,3.0,4.5,1.8,110.0,110.0,9900.0,110.0,0.0,0.01,1.0,3.0,3.0,0.0,0.0,0.0,0.01
45db685d,7,Jorge Luiz,Frello Filho,Jorginho,Jorginho,31.0,1,Arsenal,ARS,3,MID,3.0,4.9,0.3,85.0,60.0,5328.0,59.2,0.01,0.08,0.99,,,,,,
92e7e919,503,Son,Heung-min,Son Heung-min,Son,31.0,18,Spurs,TOT,3,MID,3.0,10.0,9.4,106.0,102.0,8828.0,98.1,0.34,0.28,1.13,3.0,3.0,0.43,0.17,0.35,0.28
3312f911,214,Jeffrey,Schlupp,Jeffrey Schlupp,Schlupp,30.0,7,Crystal Palace,CRY,3,MID,3.0,4.9,0.1,95.0,67.0,5734.0,63.7,0.12,0.09,1.01,2.0,0.1,0.0,0.0,0.12,0.09
d557d734,543,Matt,Doherty,Matt Doherty,Doherty,31.0,20,Wolves,WOL,2,DEF,3.0,4.5,0.2,59.0,25.0,2710.0,30.1,0.1,0.1,1.0,3.0,2.2,0.04,0.07,0.1,0.1
c1242d4e,358,Stefan,Ortega Moreno,Stefan Ortega,Ortega Moreno,30.0,13,Man City,MCI,1,GKP,3.0,5.4,0.6,45.0,41.0,3875.0,43.1,0.0,0.0,1.0,,,,,,
9744ff80,565,Pablo,Sarabia,Pablo Sarabia,Sarabia,31.0,20,Wolves,WOL,3,MID,3.0,5.4,0.2,59.0,32.0,2902.0,32.2,0.24,0.25,0.92,2.0,0.3,0.27,0.0,0.24,0.25
3a24769f,29,Ross,Barkley,Ross Barkley,Barkley,29.0,2,Aston Villa,AVL,3,MID,3.0,5.3,0.6,65.0,40.0,3757.0,41.8,0.18,0.14,1.01,2.0,0.5,0.05,0.17,0.18,0.14
6adbc307,472,Jack,Stephens,Jack Stephens,Stephens,29.0,17,Southampton,SOU,2,DEF,3.0,4.0,0.9,51.0,39.0,3520.0,39.1,0.02,0.02,0.98,3.0,3.0,0.08,0.01,0.03,0.02
d56543a0,397,Ryan,Fraser,Ryan Fraser,Fraser,29.0,17,Southampton,SOU,3,MID,3.0,4.9,0.0,74.0,34.0,3411.0,37.900000000000006,0.12,0.12,1.01,,,,,,
a4ac4b8f,425,Willy,Boly,Willy Boly,Boly,32.0,16,Nott'm Forest,NFO,2,DEF,3.0,4.5,0.2,41.0,37.0,3023.0,33.6,0.06,0.06,1.01,2.0,1.0,0.07,0.0,0.06,0.06
79c0821a,354,Mateo,Kovačić,Mateo Kovačić,Kovačić,29.0,13,Man City,MCI,3,MID,3.0,5.5,1.6,82.0,49.0,4816.0,53.5,0.08,0.11,0.99,3.0,2.5,0.05,0.02,0.08,0.11
,589,Niclas,Füllkrug,,Füllkrug,,19,West Ham,WHU,4,FWD,,6.9,2.4,,,,,,,,,,,,,
1900032e,307,Jannik,Vestergaard,Jannik Vestergaard,Vestergaard,30.0,11,Leicester,LEI,2,DEF,2.0,4.0,3.0,52.0,48.0,4285.0,47.6,0.04,0.0,0.98,2.0,2.0,0.0,0.0,0.04,0.0
2928dca2,288,Conor,Coady,Conor Coady,Coady,30.0,11,Leicester,LEI,2,DEF,3.0,4.0,0.2,74.0,69.0,6157.0,68.39999999999999,0.04,0.0,1.02,,,,,,
da2b8db3,276,Freddie,Ladapo,Freddie Ladapo,Ladapo,30.0,10,Ipswich,IPS,4,FWD,1.0,4.5,1.8,17.0,2.0,350.0,3.9,0.48,0.03,0.97,,,,,,
d3ce0e89,308,Danny,Ward,Danny Ward,Ward,29.0,11,Leicester,LEI,1,GKP,2.0,4.0,2.6,27.0,27.0,2430.0,27.0,0.0,0.0,1.0,,,,,,
d8931174,377,Harry,Maguire,Harry Maguire,Maguire,30.0,14,Man Utd,MUN,2,DEF,3.0,5.0,0.7,68.0,54.0,4935.0,54.8,0.09,0.04,0.98,3.0,2.0,0.02,0.01,0.09,0.04
0f7533cd,290,Bobby,De Cordova-Reid,Bobby Reid,De Cordova-Reid,30.0,11,Leicester,LEI,3,MID,3.0,5.4,0.1,110.0,72.0,6422.0,71.3,0.19,0.09,1.03,3.0,1.7,0.05,0.0,0.19,0.09
e06683ca,339,Virgil,van Dijk,Virgil van Dijk,Virgil,32.0,12,Liverpool,LIV,2,DEF,3.0,6.0,13.8,102.0,102.0,9072.0,100.8,0.08,0.04,1.01,3.0,3.0,0.01,0.02,0.08,0.04
5eecec3d,362,John,Stones,John Stones,Stones,29.0,13,Man City,MCI,2,DEF,3.0,5.4,1.8,53.0,45.0,4029.0,44.7,0.07,0.04,1.02,1.0,0.5,0.0,0.0,0.07,0.04
4b40d9ca,413,Nick,Pope,Nick Pope,Pope,31.0,15,Newcastle,NEW,1,GKP,3.0,5.0,8.8,88.0,88.0,7846.0,87.10000000000001,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
7956236f,47,Emiliano,Martínez Romero,Emiliano Martínez,Martinez,30.0,2,Aston Villa,AVL,1,GKP,3.0,5.0,13.1,106.0,106.0,9394.0,104.4,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
450ab6fc,407,Jamaal,Lascelles,Jamaal Lascelles,Lascelles,29.0,15,Newcastle,NEW,2,DEF,3.0,4.5,0.0,49.0,37.0,3356.0,37.3,0.05,0.01,1.01,,,,,,
3515d404,531,James,Ward-Prowse,James Ward-Prowse,Ward-Prowse,28.0,16,Nott'm Forest,NFO,3,MID,3.0,6.4,1.1,112.0,109.0,9677.0,107.5,0.1,0.2,1.14,1.0,0.2,0.0,0.0,0.1,0.2
1b84dbe1,36,Lucas,Digne,Lucas Digne,Digne,30.0,2,Aston Villa,AVL,2,DEF,3.0,4.5,4.4,90.0,74.0,6351.0,70.6,0.03,0.14,0.99,3.0,2.6,0.0,0.14,0.03,0.14
45963054,306,Jamie,Vardy,Jamie Vardy,Vardy,36.0,11,Leicester,LEI,4,FWD,3.0,5.6,7.0,97.0,57.0,5431.0,60.3,0.35,0.07,1.03,3.0,2.6,0.3,0.02,0.35,0.07
9e5708be,204,Sam,Johnstone,Sam Johnstone,Johnstone,30.0,20,Wolves,WOL,1,GKP,3.0,4.4,0.4,65.0,65.0,5845.0,65.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
b561db50,252,Raúl,Jiménez,Raúl Jiménez,Raúl,32.0,9,Fulham,FUL,4,FWD,3.0,5.4,0.4,73.0,56.0,4872.0,54.1,0.27,0.12,0.98,3.0,0.4,0.11,0.0,0.27,0.12
ce4246f5,532,Kurt,Zouma,Kurt Zouma,Zouma,28.0,19,West Ham,WHU,2,DEF,3.0,4.4,0.4,82.0,80.0,6905.0,76.7,0.07,0.01,1.01,,,,,,
cc2d7ad5,475,Charlie,Taylor,Charlie Taylor,Taylor,29.0,17,Southampton,SOU,2,DEF,3.0,4.0,4.8,92.0,72.0,6787.0,75.4,0.01,0.06,1.01,1.0,0.2,0.0,0.0,0.01,0.06
b400bde0,186,Raheem,Sterling,Raheem Sterling,Sterling,28.0,1,Arsenal,ARS,3,MID,3.0,6.8,1.2,89.0,68.0,5997.0,66.6,0.33,0.21,1.01,,,,,,
16e9d0ea,26,Álex,Moreno Lopera,Álex Moreno,Alex Moreno,30.0,16,Nott'm Forest,NFO,2,DEF,3.0,4.4,0.5,85.0,68.0,6114.0,68.0,0.08,0.11,1.0,,,,,,
967ac6e1,277,Massimo,Luongo,Massimo Luongo,Luongo,30.0,10,Ipswich,IPS,3,MID,1.0,4.5,0.6,43.0,37.0,3159.0,35.1,0.04,0.04,1.01,2.0,1.5,0.0,0.0,0.04,0.04
c5b7c315,228,Michael,Keane,Michael Keane,Keane,30.0,8,Everton,EVE,2,DEF,3.0,4.0,3.8,53.0,45.0,4216.0,46.8,0.09,0.05,1.03,3.0,3.0,0.08,0.02,0.09,0.05
9c94165b,387,Luke,Shaw,Luke Shaw,Shaw,28.0,14,Man Utd,MUN,2,DEF,3.0,4.9,0.3,63.0,61.0,5112.0,56.9,0.02,0.13,1.0,,,,,,
4dc4f138,583,Conor,Townsend,Conor Townsend,Townsend,30.0,10,Ipswich,IPS,2,DEF,3.0,4.0,0.4,131.0,120.0,10801.0,120.0,0.03,0.06,0.95,,,,,,
a0666d3e,203,Will,Hughes,Will Hughes,Hughes,28.0,7,Crystal Palace,CRY,3,MID,3.0,4.9,0.0,73.0,43.0,3786.0,42.1,0.02,0.06,1.01,2.0,1.5,0.0,0.01,0.02,0.06
c666574f,283,Christian,Walton,Christian Walton,Walton,27.0,10,Ipswich,IPS,1,GKP,1.0,4.5,0.2,1.0,0.0,1.0,0.0,,,1.0,1.0,1.0,0.0,0.0,,
bb5fbd2b,132,Solly,March,Solly March,March,29.0,5,Brighton,BHA,3,MID,3.0,6.5,0.0,71.0,55.0,5015.0,55.8,0.24,0.23,0.98,,,,,,
e0bc6fdc,520,Emerson,Palmieri dos Santos,Emerson Palmieri,Emerson,28.0,19,West Ham,WHU,2,DEF,3.0,4.5,0.7,88.0,77.0,6726.0,74.9,0.04,0.07,1.0,3.0,2.8,0.02,0.02,0.04,0.07
c81d773d,187,Tosin,Adarabioyo,Tosin Adarabioyo,Tosin,25.0,6,Chelsea,CHE,2,DEF,3.0,4.4,0.2,86.0,82.0,7386.0,82.1,0.03,0.01,1.02,,,,,,
28d596a0,152,Kepa,Arrizabalaga,Kepa Arrizabalaga,Arrizabalaga,28.0,3,Bournemouth,BOU,1,GKP,3.0,4.5,0.5,47.0,46.0,4123.0,45.8,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
c40b6180,147,Adam,Webster,Adam Webster,Webster,28.0,5,Brighton,BHA,2,DEF,3.0,4.5,0.1,64.0,52.0,4563.0,50.7,0.06,0.01,0.98,1.0,0.2,0.0,0.0,0.06,0.01
4806ec67,235,Jordan,Pickford,Jordan Pickford,Pickford,29.0,8,Everton,EVE,1,GKP,3.0,4.9,11.1,110.0,110.0,9900.0,110.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
dc4cae05,62,David,Brooks,David Brooks,Brooks,26.0,3,Bournemouth,BOU,3,MID,3.0,4.9,0.0,43.0,22.0,1850.0,20.5,0.22,0.2,0.98,,,,,,
03df04ff,412,Odysseas,Vlachodimos,Odisseas Vlachodimos,Odysseas,29.0,15,Newcastle,NEW,1,GKP,1.0,4.4,0.1,5.0,5.0,450.0,5.0,0.0,0.01,1.0,,,,,,
dad4b285,145,Joël,Veltman,Joël Veltman,Veltman,31.0,5,Brighton,BHA,2,DEF,3.0,4.5,2.5,92.0,75.0,6650.0,73.8,0.04,0.03,1.0,3.0,2.8,0.02,0.04,0.04,0.03
77cf6852,405,Emil,Krafth,Emil Krafth,Krafth,28.0,15,Newcastle,NEW,2,DEF,3.0,4.5,0.2,38.0,26.0,2548.0,28.3,0.02,0.08,0.99,3.0,2.7,0.02,0.03,0.02,0.08
e7ee38c3,51,Robin,Olsen,Robin Olsen,Olsen,33.0,2,Aston Villa,AVL,1,GKP,3.0,4.5,0.1,21.0,18.0,1766.0,19.6,0.0,0.0,1.0,,,,,,
75a72a99,302,Ricardo,Barbosa Pereira,Ricardo Pereira,Ricardo,29.0,11,Leicester,LEI,2,DEF,3.0,4.4,0.2,63.0,55.0,4723.0,52.4,0.04,0.07,1.02,,,,,,
a105d46a,444,Harry,Toffolo,Harry Toffolo,Toffolo,27.0,16,Nott'm Forest,NFO,2,DEF,3.0,4.4,0.1,84.0,64.0,5959.0,66.2,0.07,0.08,1.02,1.0,0.4,0.04,0.0,0.07,0.08
